World Port Index Number;Main Port Name;Country Code;Digital Nautical Chart;Latitude;Longitude
7950.0;Maurer;United States;a1707640, coa17c, h1707960;40.533332999999999;-74.250000000000000
47620.0;Iharana;Madagascar;coa02d, gen02b;-13.350000000000000;50.000000000000000
47020.0;Chake Chake;Tanzania;coa02c, gen02a;-5.250000000000000;39.766666999999998
47005.0;Mjimwema Terminal;Tanzania;a0247005, coa02c, gen02a;-6.816667000000000;39.366667000000000
44804.0;Delta Terminal;Turkey;a1044880, coa10d, gen10b;36.850000000000001;36.166666999999997
50350.0;Cinta Oil Terminal;Indonesia;coa04a, gen04c;-5.500000000000000;106.233333000000002
38330.0;Europa Point;Gibraltar;a0838320, coa08o, gen08b, h0838320;36.133333000000000;-5.350000000000000
7010.0;New Harbor;United States;a1807100, coa18a, gen18a;43.866667000000000;-69.483333000000002
12900.0;Dtse / Gegua Oil Terminal;Brazil;a0112920, coa01f, gen01c, h0112920;-22.816666999999999;-43.149999999999999
48104.0;Sharmah;Saudi Arabia;coa10f, gen10c;27.933333000000001;35.250000000000000
9210.0;Norsworthy;United States;coa15a, gen15, h1509150;29.733332999999998;-95.200000000000003
6750.0;Minturn;United States;a1806700, coa18b, gen18a;44.149999999999999;-68.450000000000003
6820.0;Criehaven;United States;a1806920, coa18a, gen18a;43.833333000000003;-68.883332999999993
46691.0;North Point;Saint Helena, Ascension, and Tristan da Cunha;a0146670, gen01b;-7.883333000000000;-14.366667000000000
57433.0;Bongkot Terminal;Thailand;coa03d, gen03a;8.050000000000001;102.333332999999996
52350.0;Donggala;Indonesia;coa04c, gen04c;-0.650000000000000;119.733333000000002
42415.0;Larimna;Greece;a0942415, coa09d, gen09, h0942415;38.566667000000002;23.283332999999999
38420.0;Hornillo;Spain;a0838430, coa08o, gen08b;37.399999999999999;-1.550000000000000
40245.0;Melilli Oil Terminal;Italy;a0940250, coa09b, gen09;37.116667000000000;15.250000000000000
47942.0;Al Khair Oil Terminal;Sudan;a1047940, coa10g, gen10c;19.583333000000000;37.250000000000000
6670.0;Corea;United States;a1806700, coa18b, gen18a;44.399999999999999;-67.966667000000001
59550.0;Margosatubig;Philippines;coa11h, gen11b;7.583333000000000;123.166667000000004
45635.0;Arzew El Djedid;Algeria;a0845640, coa08o, gen08b, h0845630;35.816667000000002;-0.250000000000000
45822.0;Karabane;Senegal;coa01b, gen01a;12.566667000000001;-16.666667000000000
14175.0;Caleta Mina Elena;Chile;coa07h, gen07a;-52.683332999999998;-71.900000000000006
6970.0;Monhegan;United States;a1806920, coa18a, gen18a;43.766666999999998;-69.316666999999995
6710.0;Northeast Harbor;United States;a1806700, coa18b, gen18a;44.299999999999997;-68.283332999999999
6800.0;Bucks Harbor;United States;a1806920, coa18a, gen18a;44.333333000000003;-68.733333000000002
6830.0;Matinicus;United States;a1806920, coa18a, gen18a;43.866667000000000;-68.883332999999993
49460.0;Machilipatnam;India;coa03l, gen03a, h0349460;16.149999999999999;81.166667000000004
49875.0;Malong Marine Terminal;Malaysia;coa03b, gen03a;4.633333000000000;104.816666999999995
63090.0;Admiralty Bay;Antarctica;coa29c, gen29c;-62.083333000000003;-58.416666999999997
63110.0;Melchior Harbor;Antarctica;coa29c, gen29c;-64.316666999999995;-63.000000000000000
7900.0;Grasselli;United States;a1707640, coa17c, h1707810;40.616667000000000;-74.200000000000003
44807.0;Aksaz Limani;Turkey;a1044805, coa10c, gen10b, h1044808;36.833333000000003;28.383333000000000
46239.0;Egina Oil Terminal;Nigeria;coa01a, gen01b;3.066667000000000;6.700000000000000
47625.0;Antsohim Bondrona;Madagascar;coa02h, gen02b;-13.083333000000000;48.833333000000003
42180.0;Ayios Nikolaos;Greece;a0942050, coa09d, gen09, h0942230;37.983333000000002;23.533332999999999
43384.0;Borusan Fertilizer Jetty;Turkey;a1043410, coa10c, gen10b;40.416666999999997;29.100000000000001
63070.0;Ellefsen Harbor;Antarctica;a2963070, coa29d, gen29c, h2963070;-60.733333000000002;-45.033332999999999
63120.0;Andersen Harbor;Antarctica;coa29c, gen29c;-64.316666999999995;-62.933332999999998
11360.0;Baie Du Marigot;France;a1611370, coa16b, gen16, h1611370;18.066666999999999;-63.083333000000003
11372.0;Coles Bay Oil Terminal;Sint Maarten;a1611370, coa16b, gen16, h1611370;18.016667000000002;-63.083333000000003
48057.0;Zafarana Terminal;Egypt;a1048062, coa10f, gen10c;29.166667000000000;32.683332999999998
60205.0;Suizhang Gang;China;coa23e, gen23a;40.066667000000002;121.049999999999997
49685.0;Yetagun Marine Terminal;Burma;coa03p, gen03a;13.050000000000001;96.849999999999994
47989.0;Zeit Bay Lpg Terminal;Egypt;a1048015, coa10f, gen10c;27.800000000000001;33.566667000000002
51800.0;Tanjungredeb;Indonesia;coa11j, gen11b;2.150000000000000;117.483333000000002
59575.0;Santa Clara;Philippines;coa11h, gen11b;7.783333000000000;122.683333000000005
11048.0;Punta Nizao Oil Terminal;Dominican Republic;a1611070, coa16k, gen16;18.199999999999999;-70.200000000000003
57490.0;Phsar Ream;Cambodia;a0357485, coa03e, gen03a, h0357490;10.500000000000000;103.599999999999994
50932.0;Tanjung Gerem;Indonesia;coa04a, gen04c;-5.966667000000000;105.983333000000002
48341.0;Ras Al Ghar;Saudi Arabia;a1048338, coa10n, gen10a;26.899999999999999;49.866667000000000
7890.0;Port Socony;United States;a1707640, coa17c, h1707960;40.549999999999997;-74.250000000000000
11005.0;Puerto Botado;Dominican Republic;coa16f, gen16, h1611000;19.199999999999999;-69.450000000000003
63100.0;Port Lockroy;Antarctica;coa29b, gen29c, h2963100;-64.816666999999995;-63.500000000000000
51500.0;Tarempah;Indonesia;coa11b, gen11b;3.216667000000000;106.216667000000001
52440.0;Tahuna;Indonesia;coa11m, gen11b;3.616667000000000;125.483333000000002
63080.0;Scotia Bay;Antarctica;coa29d, gen29d, h2963080;-60.750000000000000;-44.716667000000001
47690.0;Port Est;Reunion;a0247690, coa02g, gen02b, h0247690;-20.933333000000001;55.316667000000002
42790.0;Vrakhonisis Kallonis;Greece;a0942760, coa09d, gen09;39.083333000000003;26.083333000000000
45515.0;Port Methanier;Algeria;a0845510, coa08n, gen08a, h0845510;36.883333000000000;6.950000000000000
9665.0;Puerto Este;Honduras;coa14b, gen14a, h1409665;16.083333000000000;-86.900000000000006
35835.0;Port Du Havre-Antifer;France;a2035840, coa20c, gen20b;49.649999999999999;0.150000000000000
7020.0;Pemaquid Beach;United States;a1807100, coa18a, gen18a;43.866667000000000;-69.533332999999999
40750.0;Porto Di Malamocco;Italy;a0940760, coa09c, gen09, h0940750;45.333333000000003;12.316667000000001
46544.0;Psvm Terminal;Angola;coa01c, gen01b;-6.250000000000000;10.733333000000000
47695.0;Port Ouest;Reunion;a0247690, coa02g, gen02b, h0247695;-20.933333000000001;55.283332999999999
9230.0;Sinco;United States;coa15a, gen15, h1509150;29.716667000000001;-95.233333000000002
14020.0;Prince Olav Harbor;South Georgia and South Sandwich Islands;coa01k, gen01d;-54.033332999999999;-37.149999999999999
7070.0;Robinhood;United States;a1807100, coa18a, gen18a, h1807080;43.850000000000001;-69.733333000000002
6980.0;Port Clyde;United States;a1806920, coa18a, gen18a;43.916666999999997;-69.250000000000000
42440.0;Stilis;Greece;a0942415, coa09d, gen09;38.916666999999997;22.616667000000000
14040.0;Stromness Harbor;South Georgia and South Sandwich Islands;a0114040, coa01k, gen01d, h0114040;-54.149999999999999;-36.700000000000003
45845.0;Victoria;Guinea;coa01a, gen01a;10.816667000000001;-14.566667000000001
7000.0;Friendship;United States;a1806920, coa18a, gen18a;43.966667000000001;-69.333332999999996
6880.0;Bucksport;United States;a1806920, coa18a, gen18a;44.566667000000002;-68.783332999999999
9240.0;Houston;United States;coa15a, gen15, h1509150;29.750000000000000;-95.283332999999999
12772.0;Aratu;Brazil;a0112770, coa01f, gen01b;-12.783333000000001;-38.500000000000000
10010.0;Matthew Town;The Bahamas;coa16c, gen16;20.949999999999999;-73.683333000000005
7190.0;Newburyport;United States;a1807180, coa18a, gen18a;42.816667000000002;-70.866667000000007
10430.0;Ceiba Hueca;Cuba;a1610460, coa16h, gen16;20.216667000000001;-77.316666999999995
60250.0;Dalian;China;a2360240, coa23e, gen23a, h2360250;38.916666999999997;121.666667000000004
48076.0;Elat;Israel;coa10f, gen10c, h1048090;29.550000000000001;34.950000000000003
47990.0;El Ghardaqa;Egypt;a1047990, coa10f, gen10c, h1047990;27.216667000000001;33.850000000000001
47630.0;Antsiranana;Madagascar;a0247630, coa02d, gen02b, h0247630;-12.266667000000000;49.283332999999999
47130.0;Kismaayo;Somalia;a0247130, coa02c, gen02a;-0.366667000000000;42.549999999999997
47100.0;Mombasa;Kenya;a0247100, coa02c, gen02a, h0247100;-4.066667000000000;39.666666999999997
45820.0;Dakar;Senegal;a0145820, coa01b, gen01a, h0145820;14.683332999999999;-17.433333000000001
48465.0;Kharg Island Oil Terminal;Iran;a1048465, coa10n, gen10a, h1048465;29.233332999999998;50.333333000000003
48450.0;Bandar-E Mahshahr;Iran;h1048450;30.466667000000001;49.183332999999998
41820.0;Itea;Greece;coa09d, gen09, h0941820;38.433332999999998;22.416667000000000
41550.0;Dubrovnik;Croatia;a0941320, coa09c, gen09, h0941540;42.666666999999997;18.083333000000000
39590.0;Livorno;Italy;a0839590, coa08k, gen08a, h0839590;43.542000000000002;10.289999999999999
39025.0;Monaco;Monaco;a0838960, coa08k, gen08a, h0839025;43.733333000000002;7.416667000000000
37770.0;La Coruna;Spain;a0837770, coa08c, gen08b, h0837770;43.366667000000000;-8.400000000000000
37120.0;Le Verdon;France;a0837190, coa08b, gen08b, h0837120;45.549999999999997;-1.050000000000000
42345.0;Astakos;Greece;coa09d, gen09, h0941747;38.483333000000002;21.100000000000001
41800.0;Mesolongion;Greece;a0941850, coa09d, gen09;38.366667000000000;21.416667000000000
45350.0;Abu Khammash;Libya;coa08m, gen08a, h0845350;33.066667000000002;11.816667000000001
45819.0;M Bao Oil Terminal;Senegal;a0145820, coa01b, gen01a, h0145820;14.716666999999999;-17.399999999999999
46237.0;Agbami Oil Terminal;Nigeria;coa01a, gen01b;3.466667000000000;5.566667000000000
42890.0;Andros;Greece;coa09d, gen09, h0942890;37.833333000000003;24.949999999999999
37960.0;Oporto;Portugal;a0837950, coa08d, gen08b, h0837950;41.149999999999999;-8.666667000000000
60240.0;Lushun;China;a2360240, coa23e, gen23a, h2360240;38.783332999999999;121.250000000000000
51501.0;Belanak Field Terminal;Indonesia;coa11b, gen11b;4.150000000000000;106.250000000000000
39820.0;Fiumicino;Italy;a0939830, coa09b, gen09;41.771999999999998;12.214000000000000
46900.0;Chinde;Mozambique;coa02b, gen02b;-18.566666999999999;36.500000000000000
47420.0;Maintirano;Madagascar;coa02h, gen02b;-18.066666999999999;44.016666999999998
47590.0;Maroantsetra;Madagascar;coa02d, gen02b;-15.449999999999999;49.816667000000002
52240.0;Kendari;Indonesia;coa04e, gen04c;-3.966667000000000;122.583332999999996
61360.0;Choshi;Japan;a1261357, coa12b, gen12b;35.733333000000002;140.849999999999994
61555.0;Amagasaki;Japan;a1261550, coa12c, gen12b, h1261550;34.700000000000003;135.383332999999993
44965.0;Dhekelia;Cyprus;a1044960, coa10d, gen10b, h1044960;34.966667000000001;33.716667000000001
45100.0;Ashdod;Israel;a1045100, coa10d, gen10b, h1045100;31.816666999999999;34.649999999999999
45620.0;Mostaganem;Algeria;a0845640, coa08o, gen08b, h0845620;35.933332999999998;0.083333000000000
46552.0;Greater Plutonio Terminal;Angola;coa01c, gen01b;-7.833333000000000;12.100000000000000
49780.0;Krabi;Thailand;coa03c, gen03a;8.066667000000001;98.916667000000004
50180.0;Blinyu;Indonesia;coa04a, gen04c;-1.633333000000000;105.783332999999999
44808.0;Antalya Offshore Terminal;Turkey;a1044820, coa10c, gen10b, h1044820;36.816667000000002;30.600000000000001
44820.0;Antalya;Turkey;a1044820, coa10c, gen10b, h1044820;36.833333000000003;30.616667000000000
45630.0;Arzew;Algeria;a0845640, coa08o, gen08b, h0845630;35.850000000000001;-0.300000000000000
46286.0;Moudi Marine Terminal;Cameroon;coa01a, gen01b;4.116667000000000;8.483333000000000
57410.0;Kuantan New Port;Malaysia;a0357415, coa03b, gen03a, h0357416;3.966667000000000;103.433333000000005
42434.0;Achladi;Greece;a0942415, coa09d, gen09;38.899999999999999;22.816666999999999
38083.0;Lajes;Portugal;coa08g, gen08c;38.399999999999999;-28.266667000000002
38440.0;Alicante;Spain;a0838440, coa08i, gen08b, h0838440;38.333333000000003;-0.483333000000000
43130.0;Iraklion;Greece;a0943130, coa09d, gen09, h0943130;35.350000000000001;25.149999999999999
12117.0;Venterminals;Venezuela;a1412120, coa14k, gen14a, h1412120;10.483333000000000;-68.033332999999999
8280.0;Norfolk;United States;a1708281, coa17d, gen17a, h1708280;36.850000000000001;-76.299999999999997
62520.0;Ishigaki;Japan;a2362520, coa23c, gen23a, h2362520;24.333333000000000;124.166667000000004
7460.0;Greenport;United States;a1707500, coa17c, gen17a;41.100000000000001;-72.366667000000007
39000.0;Villefranche;France;a0838960, coa08k, gen08a, h0838990;43.700000000000003;7.316667000000000
6910.0;Searsport;United States;a1806920, coa18a, gen18a;44.450000000000003;-68.916667000000004
39261.0;Porto Di Oristano;Italy;a0839280, coa08l, gen08a, h0839261;39.866667000000000;8.550000000000001
38870.0;Toulon;France;a0838870, coa08j, gen08a, h0838870;43.100000000000001;5.916667000000000
15445.0;Pedregal;Panama;coa14e, gen14b, h1415445;8.350000000000000;-82.433333000000005
38095.0;Praia De Vitoria;Portugal;a0838095, coa08g, gen08c, h0838095;38.716667000000001;-27.050000000000001
40620.0;Ortona;Italy;coa09c, gen09, h0940620;42.350000000000001;14.416667000000000
6950.0;Rockport;United States;a1806920, coa18a, gen18a;44.183332999999998;-69.066666999999995
38050.0;Vila Real De S Antonio;Portugal;a0838220, coa08e, gen08b;37.183332999999998;-7.400000000000000
39215.0;Sarroch Oil Terminal;Italy;a0839210, coa08l, gen08a;39.083333000000003;9.033333000000001
15915.0;San Juan De La Costa;Mexico;coa13a, gen13b;24.399999999999999;-110.700000000000003
39220.0;Porto Ponte Romano;Italy;a0839210, coa08l, gen08a, h0839220;39.049999999999997;8.466666999999999
6680.0;Winter Harbor;United States;a1806700, coa18b, gen18a, h1806680;44.383333000000000;-68.083332999999996
38100.0;Ponta Delgada;Portugal;a0838100, coa08g, gen08c, h0838100;37.733333000000002;-25.666667000000000
40470.0;Taranto;Italy;coa09b, gen09, h0940470;40.466667000000001;17.199999999999999
8030.0;New Castle;United States;a1708130, gen17a, h1708165;39.649999999999999;-75.566666999999995
45755.0;Tanger;Morocco;a0845755, coa08e, gen08b, h0845755;35.783332999999999;-5.816667000000000
46925.0;Pebane;Mozambique;coa02b, gen02b;-17.266667000000002;38.149999999999999
42570.0;Stratoni;Greece;a0942570, coa09d, gen09, h0942570;40.516666999999998;23.833333000000000
42550.0;Yerakini;Greece;coa09d, gen09;40.266666999999998;23.466667000000001
42780.0;Plomarion;Greece;a0942760, coa09d, gen09;38.983333000000002;26.366667000000000
41410.0;Ploce;Croatia;a0941320, coa09c, gen09, h0941410;43.049999999999997;17.433333000000001
42460.0;Tsingeli;Greece;coa09d, gen09, h0942460;39.166666999999997;22.850000000000001
46375.0;Santo Antonio;Sao Tome and Principe;coa01h, gen01b;1.650000000000000;7.450000000000000
46063.0;Saltpond;Ghana;coa01a, gen01b;5.200000000000000;-1.050000000000000
62175.0;Saiki Ko;Japan;a1262175, coa23h, gen23a;32.966667000000001;131.933333000000005
59580.0;Zamboanga;Philippines;a1159580, coa11i, gen11a;6.900000000000000;122.066666999999995
48020.0;Ras Gharib;Egypt;a1048015, coa10f, gen10c;28.350000000000001;33.100000000000001
59120.0;Pulupandan;Philippines;a1159130, coa11g, gen11a;10.516667000000000;122.799999999999997
8290.0;Portsmouth;United States;a1708281, coa17d, gen17a, h1708280;36.816667000000002;-76.299999999999997
52320.0;Ujung Pandang;Indonesia;a0452320, coa04c, gen04c, h0452320;-5.133333000000000;119.400000000000006
8110.0;Philadelphia;United States;a1708130, h1708130;39.950000000000003;-75.133332999999993
50250.0;Tanjungpandan;Indonesia;coa04a, gen04c, h0450250;-2.750000000000000;107.633332999999993
62010.0;Uwajima Ko;Japan;coa12c, gen12b;33.216667000000001;132.566666999999995
8025.0;Salem Nj;United States;a1708130, gen17a, h1708165;39.666666999999997;-75.483333000000002
16040.0;Isthmus Cove;United States;a1316080, coa13b, gen13a, h1316050;33.450000000000003;-118.500000000000000
16310.0;Yerbabuena Island;United States;coa13b, gen13a, h1316300;37.816667000000002;-122.366667000000007
16140.0;Ventura;United States;coa13b, gen13a, h1316120;34.283332999999999;-119.283332999999999
16130.0;Prisoners;United States;coa13b, gen13a, h1316155;34.016666999999998;-119.683333000000005
9950.0;Ireland Island;Bermuda;a1609930, coa16d, gen16, h1609930;32.316667000000002;-64.833332999999996
12890.0;Macae;Brazil;coa01f, gen01c;-22.366667000000000;-41.766666999999998
12930.0;Niteroi;Brazil;a0112920, coa01f, gen01c, h0112920;-22.883333000000000;-43.116667000000000
9995.0;Clifton Pier;The Bahamas;a1609990, coa16i, gen16;25.000000000000000;-77.549999999999997
46549.0;Girassol Terminal;Angola;coa01c, gen01b;-7.650000000000000;11.683332999999999
46551.0;Dalia Terminal;Angola;coa01c, gen01b;-7.683333000000000;11.766667000000000
12920.0;Rio De Janeiro;Brazil;a0112920, coa01f, gen01c, h0112920;-22.899999999999999;-43.166666999999997
63095.0;Port Foster;Antarctica;a2963094, coa29c, gen29c;-62.950000000000003;-60.633333000000000
57830.0;Guangzhou;China;gen23b, h2357825;23.116667000000000;113.233333000000002
45670.0;Ghazaouet;Algeria;a0845670, coa08o, gen08b, h0845670;35.100000000000001;-1.866667000000000
45570.0;Alger;Algeria;a0845570, coa08n, gen08a, h0845570;36.766666999999998;3.066667000000000
45490.0;Annaba;Algeria;a0845490, coa08n, gen08a, h0845490;36.916666999999997;7.766667000000000
44970.0;Famagusta;Cyprus;a1044960, coa10d, gen10b, h1044970;35.116667000000000;33.933332999999998
44960.0;Larnaca;Cyprus;a1044960, coa10d, gen10b, h1044960;34.916666999999997;33.649999999999999
15480.0;Golfito;Costa Rica;a1415480, coa14o, gen14b, h1415480;8.633333000000000;-83.166667000000004
10500.0;Jucaro;Cuba;a1510500, coa15e, gen15, h1510500;21.616667000000000;-78.849999999999994
45520.0;Collo;Algeria;a0845510, coa08n, gen08a;37.000000000000000;6.583333000000000
45525.0;Djen-Djen;Algeria;coa08n, gen08a;36.816667000000002;5.883333000000000
45530.0;Jijel;Algeria;coa08n, gen08a, h0845530;36.833333000000003;5.783333000000000
11908.0;El Bosque;Colombia;a1411910, coa14c, gen14a, h1411910;10.400000000000000;-75.533332999999999
60170.0;Longkou Gang;China;coa23e, gen23a;37.633333000000000;120.283332999999999
60215.0;Jinzhou Wan;China;coa23e, gen23a, h2360210;40.750000000000000;121.099999999999994
44900.0;Kyrenia;Cyprus;a1044900, coa10d, gen10b, h1044900;35.350000000000001;33.333333000000003
10420.0;Media Luna;Cuba;a1610460, coa16h, gen16;20.149999999999999;-77.433333000000005
11905.0;Mamonal;Colombia;a1411910, coa14c, gen14a, h1411910;10.316667000000001;-75.516666999999998
45560.0;Dellys;Algeria;a0845570, coa08n, gen08a;36.916666999999997;3.916667000000000
57822.0;Huangpu;China;a2357825, gen23b, h2357825;23.083333000000000;113.416667000000004
60210.0;Huludao Gang;China;coa23e, gen23a, h2360210;40.700000000000003;120.983333000000002
60230.0;Bayuquan;China;a2360220, coa23e, gen23a;40.299999999999997;122.083332999999996
45510.0;Skikda;Algeria;a0845510, coa08n, gen08a, h0845510;36.883333000000000;6.916667000000000
45610.0;Tenes;Algeria;coa08n, gen08b;36.533332999999999;1.316667000000000
11821.0;Sint Michelsbaai;Curacao;a1411785, coa14k, gen14a;12.133333000000000;-69.016666999999998
45880.0;Porto Grande;Cabo Verde;coa01n, gen01a, h0145880;16.883333000000000;-25.000000000000000
48015.0;Ras Shukhier;Egypt;a1048015, coa10f, gen10c, h1048015;28.133333000000000;33.283332999999999
48025.0;Ras Badran Oil Terminal;Egypt;a1048062, coa10f, gen10c;28.949999999999999;33.166666999999997
60165.0;Penglai;China;coa23e, gen23a;37.816667000000002;120.833332999999996
48065.0;Wadi Feiran;Egypt;a1048062, coa10f, gen10c;28.750000000000000;33.200000000000003
47988.0;Sharm El Sheikh;Egypt;a1048015, coa10f, gen10c, h1048070;27.850000000000001;34.283332999999999
60193.0;Tangshan (Jingtang);China;a2360180, coa23e, gen23a;39.200000000000003;119.016666999999998
48053.0;Ras Sudr;Egypt;a1048045, coa10f, gen10c;29.583333000000000;32.700000000000003
10520.0;Tunas De Zaza;Cuba;a1510500, coa15e, gen15, h1510520;21.633333000000000;-79.549999999999997
57816.0;Sanya;China;a2357765, coa23b, gen23b;18.316666999999999;109.450000000000003
57817.0;Yangpu;China;coa23b, gen23b;19.733332999999998;109.183333000000005
60150.0;Weihai;China;a2360160, coa23e, gen23a, h2360150;37.500000000000000;122.099999999999994
11030.0;San Pedro De Macoris;Dominican Republic;a1611020, coa16k, gen16, h1611030;18.449999999999999;-69.316666999999995
45730.0;Ceuta;Spain;a0845730, coa08o, gen08b, h0845730;35.899999999999999;-5.316667000000000
38990.0;Nice;France;a0838960, coa08k, gen08a, h0838990;43.700000000000003;7.283333000000000
38775.0;Fos;France;a0838810, coa08j, gen08a, h0838770;43.416666999999997;4.883333000000000
38290.0;Cadiz;Spain;a0838280, coa08e, gen08b, h0838280;36.533332999999999;-6.300000000000000
38220.0;Huelva;Spain;a0838220, coa08e, gen08b, h0838220;37.250000000000000;-6.950000000000000
37740.0;Ferrol;Spain;a0837770, coa08c, gen08b, h0837770;43.483333000000002;-8.233333000000000
37560.0;Gijon;Spain;a0837560, coa08c, gen08b, h0837560;43.549999999999997;-5.666667000000000
37230.0;Bayonne;France;a0837230, coa08c, gen08b;43.500000000000000;-1.466667000000000
36900.0;Nantes;France;coa08a, gen08b, h0836850;47.200000000000003;-1.566667000000000
36860.0;Donges;France;coa08a, gen08b, h0836850;47.299999999999997;-2.066667000000000
35870.0;Deauville;France;a2035840, coa20c, gen20b;49.366667000000000;0.083333000000000
38310.0;Algeciras;Spain;a0838320, coa08o, gen08b, h0838320;36.133333000000000;-5.433333000000000
37600.0;Aviles;Spain;a0837560, coa08c, gen08b, h0837600;43.600000000000001;-5.933333000000000
38375.0;Motril;Spain;coa08o, gen08b;36.750000000000000;-3.516667000000000
38390.0;Almeria;Spain;a0838390, coa08o, gen08b, h0838390;36.833333000000003;-2.466667000000000
38500.0;El Grao;Spain;a0838500, coa08i, gen08b, h0838500;39.966667000000001;0.016667000000000
38610.0;Ibiza;Spain;a0838610, coa08i, gen08b, h0838610;38.899999999999999;1.450000000000000
39080.0;Bonifacio;France;a0839140, coa08k, gen08a;41.383333000000000;9.166667000000000
36620.0;Concarneau;France;a0836680, coa08a, gen08b;47.866667000000000;-3.916667000000000
35830.0;Fecamp;France;a2035840, coa20c, gen20b;49.766666999999998;0.366667000000000
36855.0;Montoir;France;a0836850, coa08a, gen08b, h0836850;47.299999999999997;-2.133333000000000
37350.0;Bermeo;Spain;a0837400, coa08c, gen08b;43.416666999999997;-2.716667000000000
38380.0;Adra;Spain;coa08o, gen08b;36.733333000000002;-3.033333000000000
38410.0;Aguilas;Spain;a0838430, coa08o, gen08b;37.399999999999999;-1.566667000000000
38460.0;Puerto De Gandia;Spain;a0838480, coa08i, gen08b;39.000000000000000;-0.150000000000000
35880.0;Port De Caen;France;a2035840, coa20c, gen20b, h2035880;49.183332999999998;-0.350000000000000
37470.0;Santander;Spain;a0837470, coa08c, gen08b, h0837470;43.466667000000001;-3.783333000000000
38435.0;Torrevieja;Spain;a0838440, coa08i, gen08b, h0838435;37.966667000000001;-0.683333000000000
38940.0;Saint-Raphael;France;a0838920, coa08j, gen08a, h0838940;43.416666999999997;6.766667000000000
38398.0;Puerto De Garrucha;Spain;a0838395, coa08o, gen08b, h0838405;37.183332999999998;-1.816667000000000
38280.0;Rota;Spain;a0838280, coa08e, gen08b, h0838280;36.616667000000000;-6.333333000000000
35885.0;Ouistreham;France;a2035840, coa20c, gen20b, h2035880;49.283332999999999;-0.250000000000000
38150.0;Santa Cruz De La Palma;Spain;a0138150, coa01b, gen01a, h0138150;28.683333000000001;-17.750000000000000
38780.0;Port-de-Bouc;France;a0838810, coa08j, gen08a, h0838770;43.399999999999999;4.983333000000000
38730.0;Port-La-Nouvelle;France;coa08j, gen08a;43.016666999999998;3.066667000000000
61662.0;Iwakuni Ko;Japan;a1261662, coa12c, gen12b, h1261662;34.183332999999998;132.250000000000000
61356.0;Hitachi;Japan;coa12b, gen12b;36.500000000000000;140.633332999999993
50140.0;Muntok;Indonesia;coa04a, gen04c, h0450140;-2.066667000000000;105.166667000000004
40590.0;Manfredonia;Italy;a0940590, coa09c, gen09, h0940590;41.616667000000000;15.916667000000000
39810.0;Civitavecchia;Italy;a0839810, coa08l, gen08a, h0839810;42.101999999999997;11.771000000000001
41420.0;Korcula;Croatia;a0941320, coa09c, gen09;42.933332999999998;17.133333000000000
41840.0;Aigio;Greece;coa09d, gen09;38.250000000000000;22.083333000000000
39140.0;Maddalena;Italy;a0839140, coa08l, gen08a, h0839140;41.207999999999998;9.403000000000000
39370.0;Imperia;Italy;a0838960, coa08k, gen08a, h0839370;43.883333000000000;8.033333000000001
40170.0;Marsala;Italy;coa09b, gen09;37.783332999999999;12.433332999999999
40180.0;Mazara Del Vallo;Italy;a0940210, coa09b, gen09;37.643999999999998;12.592000000000001
50925.0;Banten;Indonesia;coa04a, gen04c;-6.016667000000000;105.966667000000001
51855.0;North Pulau Laut Coal Terminal;Indonesia;a0451860, coa04c, gen04c;-3.200000000000000;116.283332999999999
51400.0;Kupang;Indonesia;a0451420, coa04g, gen04c;-10.166667000000000;123.583332999999996
48420.0;Khorramshahr;Iran;coa10n, h1048385;30.433333000000001;48.183332999999998
50930.0;Anyer Lor;Indonesia;coa04a, gen04c;-6.050000000000000;105.916667000000004
51280.0;Ampenan;Indonesia;coa04d, gen04c;-8.566667000000001;116.066666999999995
41350.0;Dugi Rat;Croatia;a0941320, coa09c, gen09;43.450000000000003;16.649999999999999
42980.0;Nisos Naxos;Greece;a0942970, coa09d, gen09, h0942980;37.100000000000001;25.366667000000000
62400.0;Imari;Japan;coa23f, gen23a;33.283332999999999;129.883332999999993
62190.0;Hososhima Ko;Japan;coa23h, gen23a, h2362190;32.433332999999998;131.666666999999990
62340.0;Aokata;Japan;coa23f, gen23a;32.983333000000002;129.066666999999995
62440.0;Izuhara;Japan;coa23f, gen23a;34.200000000000003;129.300000000000011
61960.0;Komatsushima;Japan;a1261545, coa12c, gen12b, h1261960;34.016666999999998;134.599999999999994
62333.0;Matsu-Shima;Japan;a2362380, coa23f, gen23a;32.933332999999998;129.599999999999994
43120.0;Rethimnon;Greece;a0943100, coa09d, gen09;35.366667000000000;24.466667000000001
9680.0;Trujillo;Honduras;a1409690, coa14b, gen14a, h1409690;15.916667000000000;-85.950000000000003
43100.0;Soudha;Greece;a0943100, coa09d, gen09, h0943100;35.483333000000002;24.183333000000001
42230.0;Piraievs;Greece;a0942050, coa09d, gen09, h0942230;37.933332999999998;23.649999999999999
41010.0;Rijeka Luka;Croatia;a0941010, coa09c, gen09, h0941010;45.333333000000003;14.433332999999999
40880.0;Umag;Croatia;a0941010, coa09c, gen09;45.433332999999998;13.516667000000000
51130.0;Surabaya;Indonesia;a0451130, coa04d, gen04c, h0451130;-7.200000000000000;112.733333000000002
61980.0;Susaki Ko;Japan;coa12c, gen12b;33.383333000000000;133.300000000000011
